category,state,total_revenue,total_orders,total_items,avg_price,avg_freight,freight_pct,delivery_success_rate,late_delivery_rate,avg_delivery_days,positive_sentiment_pct,negative_sentiment_pct,neutral_sentiment_pct,total_reviews,returning_customer_pct
diapers_and_hygiene,CE,80.69,1,1,60.0,20.69,34.5,100.0,0.0,14.0,0.0,100.0,0.0,1,0.0
diapers_and_hygiene,MG,58.23,1,1,43.0,15.23,35.4,100.0,0.0,9.0,100.0,0.0,0.0,1,0.0
diapers_and_hygiene,PB,98.05,1,1,47.0,51.05,77.9,100.0,0.0,9.0,100.0,0.0,0.0,1,0.0
diapers_and_hygiene,PR,135.93,2,2,48.5,19.46,42.4,100.0,0.0,9.5,100.0,0.0,0.0,2,0.0
diapers_and_hygiene,RJ,230.6,2,2,97.45,17.85,22.3,100.0,0.0,16.5,100.0,0.0,0.0,2,0.0
diapers_and_hygiene,SP,3562.69,19,31,35.09,12.74,40.8,96.8,0.0,9.8,38.7,25.8,35.5,31,32.3
drinks,AL,49.64,1,1,15.49,34.15,77.9,100.0,100.0,35.0,100.0,0.0,0.0,1,0.0
drinks,AM,83.16,1,1,47.49,35.67,75.1,100.0,0.0,40.0,0.0,0.0,100.0,1,0.0
drinks,BA,1727.2,6,11,44.66,19.52,60.5,45.5,0.0,15.4,100.0,0.0,0.0,5,0.0
drinks,CE,379.94,2,4,51.49,26.91,52.6,100.0,0.0,22.0,100.0,0.0,0.0,4,0.0
drinks,DF,382.57,5,5,58.47,18.04,35.7,100.0,0.0,10.2,100.0,0.0,0.0,5,0.0
drinks,ES,690.14,5,5,109.28,28.74,37.5,60.0,0.0,9.3,60.0,40.0,0.0,5,0.0
drinks,GO,1044.42,4,7,55.08,18.92,41.6,100.0,0.0,12.4,85.7,14.3,0.0,7,0.0
drinks,MG,4572.94,20,26,74.64,18.82,37.6,96.2,0.0,11.5,88.5,11.5,0.0,26,11.5
drinks,MS,264.45,4,4,49.99,16.12,32.5,100.0,0.0,18.2,100.0,0.0,0.0,4,25.0
drinks,MT,41.55,1,1,19.49,22.06,77.9,100.0,0.0,11.0,100.0,0.0,0.0,1,0.0
drinks,PA,125.78,1,1,105.0,20.78,19.8,100.0,100.0,46.0,0.0,0.0,100.0,1,0.0
drinks,PI,112.95,1,1,90.0,22.95,25.5,100.0,0.0,9.0,100.0,0.0,0.0,1,0.0
drinks,PR,4504.41,10,15,96.62,19.99,28.7,100.0,6.7,12.1,80.0,20.0,0.0,15,13.3
drinks,RJ,34511.41,41,56,102.81,19.35,32.5,96.4,1.8,13.4,75.0,17.9,7.1,56,0.0
drinks,RS,2267.29,14,18,59.64,20.76,41.2,94.4,11.1,21.2,61.1,33.3,5.6,18,27.8
drinks,SC,1141.62,14,14,63.71,17.84,34.4,100.0,0.0,13.0,85.7,0.0,14.3,14,0.0
drinks,SP,20026.66,167,220,42.82,11.5,39.6,96.8,4.5,6.7,75.0,14.1,10.9,220,16.8
dvds_blu_ray,AL,47.75,1,1,24.9,22.85,77.9,100.0,0.0,25.0,100.0,0.0,0.0,1,0.0
dvds_blu_ray,DF,164.16,3,8,67.59,16.78,33.5,100.0,12.5,14.4,87.5,12.5,0.0,8,0.0
dvds_blu_ray,GO,28.01,1,1,19.9,8.11,40.8,100.0,0.0,2.0,100.0,0.0,0.0,1,0.0
dvds_blu_ray,MG,338.7,4,4,67.19,17.48,36.1,100.0,25.0,16.2,75.0,25.0,0.0,4,0.0
dvds_blu_ray,MS,498.54,3,3,149.6,16.58,53.4,100.0,0.0,12.0,66.7,33.3,0.0,3,0.0
dvds_blu_ray,PE,77.99,2,2,17.4,20.98,77.9,100.0,50.0,23.0,50.0,50.0,0.0,2,0.0
dvds_blu_ray,PI,75.85,1,1,25.0,50.85,77.9,100.0,0.0,14.0,100.0,0.0,0.0,1,0.0
dvds_blu_ray,PR,474.35,3,5,20.9,34.11,70.9,100.0,0.0,13.2,100.0,0.0,0.0,5,60.0
dvds_blu_ray,RJ,771.83,12,13,32.24,18.64,61.6,92.3,0.0,11.7,75.0,25.0,0.0,12,0.0
dvds_blu_ray,RN,42.28,1,1,16.9,25.38,77.9,100.0,0.0,12.0,100.0,0.0,0.0,1,0.0
dvds_blu_ray,RO,46.05,1,1,24.9,21.15,77.9,100.0,0.0,18.0,100.0,0.0,0.0,1,0.0
dvds_blu_ray,RS,337.96,4,4,38.4,24.95,66.3,100.0,0.0,12.0,100.0,0.0,0.0,4,0.0
dvds_blu_ray,SC,87.1,2,2,22.4,21.15,77.9,100.0,0.0,17.5,100.0,0.0,0.0,2,0.0
dvds_blu_ray,SP,4944.71,21,25,173.3,18.07,55.3,88.0,4.0,9.8,76.0,20.0,4.0,25,4.0
electronics,AC,677.59,4,4,121.89,44.78,48.4,100.0,0.0,20.2,100.0,0.0,0.0,4,0.0
electronics,AL,881.44,13,14,24.61,29.15,72.7,92.9,21.4,23.3,78.6,21.4,0.0,14,0.0
electronics,AM,145.25,4,4,14.74,21.58,77.9,100.0,0.0,33.2,100.0,0.0,0.0,4,0.0
electronics,AP,1015.96,3,4,151.89,32.61,38.6,100.0,0.0,32.2,100.0,0.0,0.0,4,0.0
electronics,BA,9700.85,98,110,60.52,22.49,57.2,99.1,13.6,18.1,73.6,19.1,7.3,110,3.6
electronics,CE,6819.91,41,46,81.93,27.33,53.8,97.8,13.0,20.0,78.3,19.6,2.2,46,0.0
electronics,DF,3488.64,50,51,48.2,16.47,51.8,100.0,3.9,10.4,88.2,9.8,2.0,51,2.0
electronics,ES,5950.94,73,83,47.25,20.59,62.4,98.8,10.8,14.7,78.0,13.4,8.5,82,4.8
electronics,GO,1520.87,32,34,25.67,17.53,68.4,100.0,5.9,14.2,76.5,14.7,8.8,34,2.9
electronics,MA,780.04,13,13,29.45,30.55,70.3,100.0,23.1,21.2,38.5,23.1,38.5,13,0.0
electronics,MG,37927.13,260,303,70.98,18.49,52.8,99.7,5.0,12.2,69.1,21.3,9.6,301,2.6
electronics,MS,2702.26,20,23,71.43,19.68,54.6,100.0,17.4,16.3,87.0,4.3,8.7,23,8.7
electronics,MT,2336.36,22,26,37.91,19.76,58.0,100.0,15.4,18.8,57.7,42.3,0.0,26,3.8
electronics,PA,3944.24,27,28,102.71,33.94,59.3,100.0,3.6,20.6,64.3,17.9,17.9,28,3.6
electronics,PB,3069.71,13,14,184.89,37.08,60.1,100.0,14.3,19.3,78.6,21.4,0.0,14,0.0
electronics,PE,3601.03,37,41,48.07,22.91,58.7,92.7,9.8,18.7,84.6,10.3,5.1,39,0.0
electronics,PI,2530.4,22,23,63.68,32.46,62.1,95.7,21.7,20.5,73.9,26.1,0.0,23,0.0
electronics,PR,25387.61,168,189,59.49,15.74,54.2,96.8,2.6,11.7,74.9,15.5,9.6,187,2.6
electronics,RJ,41042.15,400,448,63.0,18.74,55.7,98.4,16.3,16.3,68.2,23.6,8.1,444,3.3
electronics,RN,869.71,14,14,26.32,35.81,74.3,85.7,7.1,21.3,71.4,28.6,0.0,14,0.0
electronics,RO,467.75,6,6,40.88,37.08,69.0,100.0,0.0,17.5,66.7,33.3,0.0,6,0.0
electronics,RR,80.09,2,2,13.65,26.4,77.9,100.0,0.0,23.0,100.0,0.0,0.0,2,0.0
electronics,RS,12430.51,157,169,54.17,16.83,56.4,100.0,7.1,13.9,77.4,15.5,7.1,168,4.7
electronics,SC,11571.74,114,127,67.56,17.53,58.2,98.4,7.9,13.9,75.2,16.0,8.8,125,2.4
electronics,SE,4511.27,13,19,58.2,31.46,56.3,94.7,15.8,19.2,78.9,21.1,0.0,19,0.0
electronics,SP,76100.38,938,1044,52.89,11.61,45.2,98.9,3.4,7.8,82.2,10.1,7.7,1039,3.8
electronics,TO,467.44,6,7,21.18,30.44,76.9,100.0,14.3,14.1,100.0,0.0,0.0,7,0.0
fashio_female_clothing,BA,171.69,1,1,64.9,22.84,35.2,100.0,0.0,25.0,0.0,100.0,0.0,1,0.0
fashio_female_clothing,DF,148.06,1,1,129.9,18.16,14.0,100.0,0.0,14.0,100.0,0.0,0.0,1,0.0
fashio_female_clothing,ES,131.51,1,1,115.0,16.51,14.4,100.0,0.0,18.0,0.0,100.0,0.0,1,0.0
fashio_female_clothing,GO,235.74,2,2,102.4,15.47,18.5,100.0,0.0,23.5,50.0,50.0,0.0,2,0.0
fashio_female_clothing,MG,585.1,7,7,67.95,15.63,30.1,100.0,0.0,13.3,85.7,0.0,14.3,7,14.3
fashio_female_clothing,MT,57.17,1,1,34.99,22.18,63.4,100.0,0.0,15.0,100.0,0.0,0.0,1,0.0
fashio_female_clothing,PB,304.32,1,2,54.9,21.18,38.6,100.0,100.0,25.0,100.0,0.0,0.0,2,0.0
fashio_female_clothing,PR,119.2,2,2,44.95,14.65,40.0,100.0,0.0,12.5,50.0,0.0,50.0,2,50.0
fashio_female_clothing,RJ,139.48,2,2,54.9,14.84,27.0,50.0,0.0,18.0,50.0,50.0,0.0,2,0.0
fashio_female_clothing,SC,35.0,1,1,19.9,15.1,75.9,100.0,0.0,21.0,100.0,0.0,0.0,1,0.0
fashio_female_clothing,SP,3292.8,20,30,51.16,10.33,26.3,90.0,3.3,7.3,66.7,16.7,16.7,30,23.3
fashion_bags_accessories,AC,121.2,1,1,89.9,31.3,34.8,100.0,0.0,15.0,100.0,0.0,0.0,1,0.0
fashion_bags_accessories,AL,360.14,4,5,52.74,30.86,55.2,100.0,20.0,18.6,80.0,20.0,0.0,5,0.0
fashion_bags_accessories,AM,725.69,1,1,699.99,25.7,3.7,100.0,0.0,34.0,100.0,0.0,0.0,1,0.0
fashion_bags_accessories,BA,9820.78,70,87,85.86,19.22,36.6,98.9,8.0,16.7,77.0,16.1,6.9,87,12.6
fashion_bags_accessories,CE,3879.75,28,32,86.17,24.42,42.7,90.6,6.2,20.3,84.4,15.6,0.0,32,9.4
fashion_bags_accessories,DF,5278.4,41,50,79.64,16.12,35.5,96.0,8.0,11.1,74.0,18.0,8.0,50,2.0
fashion_bags_accessories,ES,5035.03,45,53,73.43,17.05,35.9,96.2,7.5,13.1,73.6,15.1,11.3,53,7.5
fashion_bags_accessories,GO,4073.32,45,46,69.8,18.54,40.1,97.8,4.3,13.8,76.1,6.5,17.4,46,10.9
fashion_bags_accessories,MA,3344.24,22,28,84.45,28.0,42.8,96.4,3.6,16.3,67.9,17.9,14.3,28,7.1
fashion_bags_accessories,MG,30301.59,248,281,90.06,15.13,30.9,97.9,5.0,9.5,82.8,9.7,7.5,279,13.5
fashion_bags_accessories,MS,1277.08,14,15,72.03,17.37,36.6,100.0,13.3,17.6,73.3,20.0,6.7,15,13.3
fashion_bags_accessories,MT,1026.73,13,15,46.28,21.44,56.8,93.3,6.7,16.4,80.0,20.0,0.0,15,6.7
fashion_bags_accessories,PA,3326.53,29,34,67.1,26.12,51.7,100.0,17.6,23.1,66.7,24.2,9.1,33,11.8
fashion_bags_accessories,PB,2356.96,12,21,86.22,46.07,47.2,95.2,19.0,17.8,76.2,23.8,0.0,21,23.8
fashion_bags_accessories,PE,3886.31,34,47,62.22,25.52,51.8,93.6,12.8,17.1,74.5,21.3,4.3,47,29.8
fashion_bags_accessories,PI,407.63,5,5,55.56,25.97,51.4,80.0,20.0,14.8,40.0,40.0,20.0,5,0.0
fashion_bags_accessories,PR,11246.71,107,123,65.78,16.13,40.5,100.0,5.7,11.2,80.3,10.7,9.0,122,17.1
fashion_bags_accessories,RJ,23447.07,185,214,83.48,16.42,32.7,99.5,8.4,13.1,76.9,17.9,5.2,212,17.8
fashion_bags_accessories,RN,1948.83,7,8,181.97,37.85,38.7,100.0,12.5,22.4,37.5,50.0,12.5,8,0.0
fashion_bags_accessories,RO,1203.05,7,9,70.28,34.31,62.8,100.0,0.0,21.8,77.8,22.2,0.0,9,22.2
fashion_bags_accessories,RS,10820.6,77,86,101.98,17.31,30.8,100.0,3.5,14.5,76.7,5.8,17.4,86,11.6
fashion_bags_accessories,SC,8597.38,75,83,77.53,18.27,34.1,97.6,10.8,15.3,75.9,10.8,13.3,83,10.8
fashion_bags_accessories,SE,678.4,8,9,57.28,25.89,47.7,100.0,0.0,13.3,55.6,33.3,11.1,9,0.0
fashion_bags_accessories,SP,85856.34,780,905,66.03,11.33,25.8,97.8,2.7,6.9,80.1,11.6,8.3,900,13.9
fashion_bags_accessories,TO,795.79,6,12,35.55,30.77,73.0,100.0,0.0,14.7,66.7,0.0,33.3,12,8.3
fashion_childrens_clothes,BA,107.06,1,1,89.99,17.07,19.0,100.0,0.0,29.0,100.0,0.0,0.0,1,0.0
fashion_childrens_clothes,RJ,124.52,1,1,110.0,14.52,13.2,100.0,0.0,2.0,100.0,0.0,0.0,1,0.0
fashion_childrens_clothes,SC,173.12,2,2,44.94,11.61,24.9,50.0,0.0,6.0,50.0,50.0,0.0,2,50.0
fashion_childrens_clothes,SP,380.97,4,4,69.99,10.18,19.3,100.0,0.0,5.0,100.0,0.0,0.0,4,0.0
fashion_male_clothing,BA,1658.2,7,13,93.88,19.0,24.8,92.3,46.2,25.4,15.4,76.9,7.7,13,0.0
fashion_male_clothing,CE,55.62,1,1,29.99,25.63,77.9,100.0,0.0,22.0,100.0,0.0,0.0,1,0.0
fashion_male_clothing,ES,540.06,3,3,148.6,31.42,21.9,100.0,33.3,19.3,100.0,0.0,0.0,2,0.0
fashion_male_clothing,GO,390.99,3,3,102.87,27.46,27.2,100.0,0.0,13.7,33.3,33.3,33.3,3,0.0
fashion_male_clothing,MA,95.64,1,1,59.9,35.74,59.7,100.0,0.0,20.0,100.0,0.0,0.0,1,0.0
fashion_male_clothing,MG,3063.31,14,20,76.84,16.62,24.6,100.0,0.0,11.8,70.0,30.0,0.0,20,10.0
fashion_male_clothing,MT,183.85,1,1,147.5,36.35,24.6,100.0,0.0,19.0,0.0,100.0,0.0,1,0.0
fashion_male_clothing,PA,345.9,2,2,128.44,44.5,34.5,100.0,0.0,23.0,100.0,0.0,0.0,2,0.0
fashion_male_clothing,PR,1626.55,10,13,91.64,15.78,27.4,100.0,0.0,10.7,92.3,7.7,0.0,13,0.0
fashion_male_clothing,RJ,1171.57,12,16,77.62,17.02,24.8,87.5,6.2,13.6,75.0,18.8,6.2,16,6.2
fashion_male_clothing,RS,1348.42,7,9,70.98,15.92,37.7,88.9,0.0,14.0,44.4,55.6,0.0,9,22.2
fashion_male_clothing,SC,120.59,2,2,44.94,15.35,37.7,100.0,0.0,17.5,100.0,0.0,0.0,2,0.0
fashion_male_clothing,SP,6690.28,49,61,73.18,12.27,24.2,95.1,4.9,9.2,63.9,29.5,6.6,61,14.8
fashion_shoes,AC,393.74,2,2,147.8,49.07,35.2,100.0,0.0,17.5,100.0,0.0,0.0,2,0.0
fashion_shoes,AL,437.06,3,3,115.47,30.21,33.3,100.0,33.3,37.0,33.3,33.3,33.3,3,0.0
fashion_shoes,BA,1007.11,7,8,118.78,21.94,20.3,100.0,12.5,22.4,75.0,12.5,12.5,8,0.0
fashion_shoes,CE,560.06,2,3,83.23,33.89,40.5,100.0,0.0,26.0,66.7,0.0,33.3,3,0.0
fashion_shoes,DF,1084.59,7,8,137.81,20.46,20.6,100.0,0.0,11.9,100.0,0.0,0.0,8,0.0
fashion_shoes,ES,886.17,5,5,156.06,21.17,18.9,100.0,0.0,16.0,100.0,0.0,0.0,5,0.0
fashion_shoes,GO,1300.73,6,7,146.04,23.86,34.3,100.0,0.0,15.3,71.4,14.3,14.3,7,0.0
fashion_shoes,MA,53.28,1,1,27.9,25.38,77.9,100.0,0.0,15.0,100.0,0.0,0.0,1,0.0
fashion_shoes,MG,4458.15,41,44,77.14,17.92,31.8,100.0,4.5,15.0,79.1,9.3,11.6,43,6.8
fashion_shoes,MS,629.3,4,4,136.5,20.82,17.1,100.0,0.0,16.0,100.0,0.0,0.0,4,0.0
fashion_shoes,MT,550.98,3,3,159.5,24.16,16.5,100.0,0.0,14.7,100.0,0.0,0.0,3,0.0
fashion_shoes,PA,660.33,4,4,135.6,29.48,24.3,100.0,0.0,25.8,75.0,25.0,0.0,4,0.0
fashion_shoes,PB,439.48,1,2,71.82,38.05,53.0,100.0,0.0,24.0,0.0,100.0,0.0,2,0.0
fashion_shoes,PE,1559.41,11,11,111.04,30.73,32.2,90.9,9.1,22.3,90.9,9.1,0.0,11,45.5
fashion_shoes,PI,238.65,1,1,199.7,38.95,19.5,100.0,100.0,40.0,0.0,100.0,0.0,1,0.0
fashion_shoes,PR,1474.81,16,23,55.54,13.15,27.2,100.0,0.0,10.9,100.0,0.0,0.0,20,0.0
fashion_shoes,RJ,4123.87,23,32,78.93,17.39,34.9,96.9,3.1,14.0,74.2,22.6,3.2,31,12.5
fashion_shoes,RN,496.3,2,2,199.7,48.45,24.3,50.0,50.0,43.0,0.0,100.0,0.0,2,100.0
fashion_shoes,RO,227.75,1,1,169.79,57.96,34.1,100.0,0.0,12.0,100.0,0.0,0.0,1,0.0
fashion_shoes,RS,917.2,10,10,74.28,17.44,32.2,100.0,10.0,17.6,90.0,10.0,0.0,10,10.0
fashion_shoes,SC,1490.83,5,7,107.16,17.72,22.1,100.0,14.3,20.1,71.4,28.6,0.0,7,14.3
fashion_shoes,SP,9455.67,84,96,78.47,14.27,26.2,97.9,1.0,11.6,80.2,11.5,8.3,96,11.5
fashion_shoes,TO,229.5,1,1,199.7,29.8,14.9,100.0,0.0,15.0,100.0,0.0,0.0,1,0.0
fashion_sport,BA,248.45,2,2,62.44,17.91,28.7,100.0,0.0,20.0,50.0,50.0,0.0,2,0.0
fashion_sport,DF,78.18,1,2,24.99,14.1,56.4,100.0,0.0,12.0,100.0,0.0,0.0,2,100.0
fashion_sport,MA,314.37,1,1,205.9,108.47,52.7,100.0,0.0,19.0,0.0,100.0,0.0,1,0.0
fashion_sport,MG,293.7,2,2,132.45,14.4,22.0,100.0,0.0,6.0,100.0,0.0,0.0,2,0.0
fashion_sport,PA,1048.48,1,4,39.9,25.63,64.2,100.0,0.0,22.0,100.0,0.0,0.0,4,0.0
fashion_sport,PR,65.0,1,1,49.9,15.1,30.3,100.0,0.0,8.0,100.0,0.0,0.0,1,0.0
fashion_sport,RJ,159.42,2,2,64.9,14.81,26.3,100.0,0.0,9.5,100.0,0.0,0.0,2,0.0
fashion_sport,RS,81.13,2,2,24.99,15.58,62.3,50.0,0.0,16.0,50.0,50.0,0.0,2,0.0
fashion_sport,SC,225.53,3,3,56.58,18.59,33.9,100.0,0.0,13.3,100.0,0.0,0.0,3,0.0
fashion_sport,SP,1170.75,12,12,78.32,13.06,15.8,100.0,8.3,6.3,83.3,0.0,16.7,12,8.3
fashion_underwear_beach,BA,748.94,6,7,102.66,18.58,26.8,85.7,0.0,22.8,42.9,42.9,14.3,7,0.0
fashion_underwear_beach,DF,177.22,2,2,73.08,15.54,21.9,100.0,0.0,16.0,50.0,50.0,0.0,2,0.0
fashion_underwear_beach,ES,125.52,1,1,110.0,15.52,14.1,100.0,0.0,16.0,100.0,0.0,0.0,1,0.0
fashion_underwear_beach,GO,541.67,5,6,86.27,17.08,32.6,100.0,0.0,15.0,66.7,0.0,33.3,6,0.0
fashion_underwear_beach,MG,1879.45,13,19,58.98,15.32,39.6,100.0,0.0,9.4,94.4,0.0,5.6,18,31.6
fashion_underwear_beach,MS,492.37,3,3,147.3,16.82,15.8,100.0,33.3,17.3,66.7,0.0,33.3,3,33.3
fashion_underwear_beach,MT,98.7,1,1,79.9,18.8,23.5,0.0,0.0,0.0,0.0,0.0,100.0,1,0.0
fashion_underwear_beach,PA,246.33,3,3,60.57,21.54,35.7,100.0,0.0,23.0,100.0,0.0,0.0,3,0.0
fashion_underwear_beach,PE,253.87,2,2,100.95,25.98,34.3,100.0,50.0,33.0,50.0,50.0,0.0,2,0.0
fashion_underwear_beach,PI,186.86,1,1,152.0,34.86,22.9,100.0,0.0,25.0,0.0,100.0,0.0,1,0.0
fashion_underwear_beach,PR,353.86,6,6,44.26,14.71,43.5,100.0,0.0,18.0,83.3,16.7,0.0,6,50.0
fashion_underwear_beach,RJ,2273.84,14,17,79.97,15.41,27.9,100.0,29.4,19.0,52.9,47.1,0.0,17,5.9
fashion_underwear_beach,RS,447.37,3,3,132.6,16.52,16.2,100.0,0.0,18.0,33.3,66.7,0.0,3,0.0
fashion_underwear_beach,SC,548.2,7,8,45.9,17.09,41.4,100.0,25.0,16.0,50.0,37.5,12.5,8,0.0
fashion_underwear_beach,SP,4340.34,54,65,65.69,11.71,23.4,96.9,4.6,8.8,89.2,6.2,4.6,65,3.1
fixed_telephony,AL,909.59,4,5,154.37,26.14,47.2,100.0,0.0,21.4,80.0,20.0,0.0,5,40.0
fixed_telephony,AM,41.14,1,1,19.99,21.15,77.9,100.0,0.0,34.0,100.0,0.0,0.0,1,0.0
fixed_telephony,AP,1678.58,2,6,38.82,24.84,64.3,100.0,0.0,13.3,100.0,0.0,0.0,6,0.0
fixed_telephony,BA,9679.63,8,12,344.32,21.04,35.4,100.0,8.3,19.3,33.3,58.3,8.3,12,0.0
fixed_telephony,CE,579.3,3,4,92.45,34.11,63.8,100.0,25.0,22.2,25.0,50.0,25.0,4,0.0
fixed_telephony,DF,120.6,3,3,24.33,15.87,66.6,100.0,0.0,7.3,66.7,33.3,0.0,3,33.3
fixed_telephony,ES,30248.54,6,10,833.68,22.86,18.2,100.0,0.0,13.9,20.0,70.0,10.0,10,0.0
fixed_telephony,GO,640.25,5,6,68.3,17.44,39.7,100.0,0.0,11.7,66.7,16.7,16.7,6,0.0
fixed_telephony,MA,124.43,1,1,90.0,34.43,38.3,100.0,0.0,12.0,100.0,0.0,0.0,1,0.0
fixed_telephony,MG,1550.69,17,17,73.21,18.01,49.9,100.0,5.9,12.4,75.0,18.8,6.2,16,0.0
fixed_telephony,MS,49.04,1,1,32.99,16.05,48.7,100.0,0.0,20.0,100.0,0.0,0.0,1,0.0
fixed_telephony,PA,614.49,1,1,577.99,36.5,6.3,100.0,100.0,37.0,75.0,15.0,10.0,0,0.0
fixed_telephony,PB,2239.98,4,5,369.16,29.67,27.6,100.0,20.0,22.4,80.0,20.0,0.0,5,20.0
fixed_telephony,PE,152.75,3,3,29.96,20.96,69.4,100.0,0.0,21.0,66.7,0.0,33.3,3,0.0
fixed_telephony,PI,402.8,2,2,155.0,46.4,32.0,100.0,0.0,19.5,100.0,0.0,0.0,2,0.0
fixed_telephony,PR,371.03,6,6,46.61,15.22,52.1,100.0,0.0,12.0,83.3,0.0,16.7,6,0.0
fixed_telephony,RJ,116943.62,27,38,552.14,21.73,26.8,89.5,2.6,14.4,52.6,44.7,2.6,38,2.6
fixed_telephony,RS,2768.22,18,20,121.79,16.36,42.3,100.0,0.0,11.6,84.2,5.3,10.5,19,5.0
fixed_telephony,SC,2439.21,5,7,273.84,17.66,27.4,100.0,0.0,11.7,100.0,0.0,0.0,7,0.0
fixed_telephony,SE,223.16,1,2,34.99,20.8,59.4,100.0,0.0,11.0,0.0,100.0,0.0,2,0.0
fixed_telephony,SP,33849.43,97,120,134.41,12.95,24.2,95.0,3.3,9.0,70.8,21.7,7.5,120,5.8
fixed_telephony,TO,1444.57,2,2,695.5,26.79,40.3,100.0,0.0,20.0,50.0,50.0,0.0,2,0.0
flowers,ES,110.29,2,2,38.94,16.2,50.8,100.0,0.0,9.0,100.0,0.0,0.0,2,0.0
flowers,GO,41.1,1,1,24.99,16.11,64.5,100.0,0.0,10.0,100.0,0.0,0.0,1,0.0
flowers,MG,247.67,4,5,19.26,17.19,75.3,100.0,0.0,10.4,80.0,0.0,20.0,5,0.0
flowers,MS,46.3,1,1,31.2,15.1,48.4,100.0,0.0,8.0,100.0,0.0,0.0,1,0.0
flowers,PE,290.24,1,2,54.9,17.66,32.2,100.0,0.0,15.0,75.0,15.0,10.0,0,0.0
flowers,RJ,567.98,7,8,31.95,16.9,59.4,100.0,12.5,14.6,87.5,12.5,0.0,8,0.0
flowers,RS,124.96,3,3,25.2,16.45,66.1,100.0,0.0,18.3,100.0,0.0,0.0,3,0.0
flowers,SP,784.47,10,11,39.88,10.86,36.1,100.0,0.0,5.7,81.8,9.1,9.1,11,0.0
food,AL,215.58,1,1,189.9,25.68,13.5,100.0,0.0,11.0,100.0,0.0,0.0,1,0.0
food,AM,187.91,1,1,149.9,38.01,25.4,100.0,100.0,138.0,0.0,100.0,0.0,1,0.0
food,BA,1740.17,15,18,55.08,21.13,53.9,83.3,11.1,17.9,85.7,14.3,0.0,14,16.7
food,CE,453.5,5,5,69.74,20.96,41.2,100.0,0.0,9.6,100.0,0.0,0.0,5,0.0
food,DF,1116.66,7,9,56.79,18.53,47.8,100.0,11.1,12.3,83.3,16.7,0.0,6,22.2
food,ES,1219.06,14,14,68.83,18.24,33.8,92.9,14.3,15.4,78.6,14.3,7.1,14,7.1
food,GO,667.16,6,7,56.92,16.94,35.1,100.0,0.0,15.1,42.9,28.6,28.6,7,0.0
food,MG,3088.73,35,39,58.09,17.22,38.6,97.4,5.1,9.0,79.5,10.3,10.3,39,2.6
food,MS,460.45,4,4,96.06,19.05,29.2,100.0,0.0,10.2,100.0,0.0,0.0,4,0.0
food,MT,1331.65,6,7,104.91,31.63,38.1,100.0,0.0,18.4,100.0,0.0,0.0,7,42.9
food,PB,300.8,3,4,76.97,30.38,41.5,75.0,0.0,22.7,100.0,0.0,0.0,4,25.0
food,PE,757.46,8,14,49.68,17.07,60.5,100.0,14.3,13.9,78.6,21.4,0.0,14,21.4
food,PI,173.49,1,1,149.9,23.59,15.7,100.0,0.0,20.0,100.0,0.0,0.0,1,0.0
food,PR,2797.89,27,31,57.39,18.55,43.7,93.5,9.7,9.7,90.3,6.5,3.2,31,3.2
food,RJ,4971.23,41,49,59.7,16.71,37.6,100.0,8.2,14.9,75.5,14.3,10.2,49,4.1
food,RN,156.42,2,2,34.95,43.26,77.9,100.0,0.0,16.0,100.0,0.0,0.0,2,0.0
food,RO,126.45,1,1,98.99,27.46,27.7,100.0,0.0,8.0,100.0,0.0,0.0,1,0.0
food,RS,1304.13,12,14,57.88,20.03,38.6,92.9,0.0,12.8,71.4,28.6,0.0,14,28.6
food,SC,1322.09,14,16,46.72,16.64,44.2,100.0,6.2,12.9,75.0,12.5,12.5,16,0.0
food,SE,37.34,1,1,18.45,18.89,77.9,100.0,0.0,25.0,100.0,0.0,0.0,1,0.0
food,SP,24000.5,246,288,54.09,10.47,27.0,99.3,6.2,5.5,83.6,12.5,3.9,280,8.0
food_drink,AL,68.54,1,1,44.06,24.48,55.6,100.0,0.0,22.0,100.0,0.0,0.0,1,0.0
food_drink,BA,998.32,6,8,68.8,15.59,24.6,100.0,0.0,10.1,87.5,0.0,12.5,8,12.5
food_drink,CE,429.45,3,4,72.96,21.09,53.2,100.0,0.0,12.0,50.0,0.0,50.0,4,0.0
food_drink,DF,377.68,4,4,77.7,16.72,25.4,100.0,0.0,9.8,50.0,0.0,50.0,4,25.0
food_drink,ES,583.5,6,7,44.43,18.37,41.2,100.0,0.0,15.0,100.0,0.0,0.0,7,0.0
food_drink,MA,326.08,2,3,47.66,30.79,66.0,100.0,33.3,22.3,66.7,33.3,0.0,3,66.7
food_drink,MG,3071.09,20,26,73.61,16.77,41.9,100.0,0.0,11.2,76.9,3.8,19.2,26,3.8
food_drink,MS,33.7,1,1,18.6,15.1,77.9,100.0,0.0,12.0,100.0,0.0,0.0,1,0.0
food_drink,PA,85.85,1,1,64.6,21.25,32.9,100.0,0.0,19.0,100.0,0.0,0.0,1,0.0
food_drink,PE,775.75,5,6,139.5,22.22,26.0,100.0,0.0,18.5,100.0,0.0,0.0,6,0.0
food_drink,PI,237.47,1,1,215.56,21.91,10.2,100.0,0.0,6.0,100.0,0.0,0.0,1,0.0
food_drink,PR,1272.85,13,18,41.13,17.89,51.0,100.0,5.6,10.8,94.4,5.6,0.0,18,16.7
